playerID,G,W,SO,PCT,ERA,WHIP,HOF_member
buehrma01,169,81,693,0.6090225563909775,3.6071631608868673,1.221148379761228,0
bumgama01,147,67,886,0.5775862068965517,3.0742574257425743,1.1350777934936351,0
colege01,127,59,734,0.5841584158415841,3.497230507030251,1.2168726033233914,0
cuetojo01,149,60,702,0.5660377358490566,3.5741150442477876,1.261061946902655,0
darviyu01,131,56,1021,0.5714285714285714,3.4169002803364035,1.1786143372046456,0
greinza01,174,49,745,0.4803921568627451,3.725897920604915,1.2669187145557657,0
hallaro01,144,62,645,0.6595744680851063,3.406494960806271,1.238521836506159,0
hamelco01,149,60,897,0.5714285714285714,3.5320874471086037,1.1763046544428772,0
harenda01,168,73,960,0.584,3.476534296028881,1.1525270758122743,0
hernafe02,160,67,965,0.5775862068965517,3.2373092494549986,1.2426035502958581,0
hudsoti01,156,80,796,0.7079646017699115,3.2595057034220534,1.214828897338403,0
kershcl01,151,61,974,0.6224489795918368,2.7934322033898304,1.1366525423728813,0
klubeco01,153,74,1142,0.6324786324786325,2.9804623901009446,1.0569846955389124,0
kurodhi01,148,57,690,0.5,3.4190856313497826,1.1821480406386067,0
lackejo01,150,60,753,0.5504587155963303,4.013513513513513,1.34850640113798,0
leecl02,149,73,669,0.6759259259259259,4.209087550794237,1.3221278167713335,0
lestejo01,161,74,950,0.6166666666666667,3.631217277486911,1.2693062827225132,0
linceti01,156,69,1127,0.6272727272727273,2.9766536964980546,1.1877431906614786,0
lowede01,168,80,611,0.6153846153846154,3.881734140898948,1.2919987248963978,0
oswalro01,155,83,850,0.680327868852459,3.0652617267165194,1.1808293677770225,0
pettian01,165,81,709,0.6377952755905512,3.9211618257261414,1.4008937120970317,0
priceda01,147,71,864,0.6454545454545455,3.2095933263816474,1.1616266944734097,0
quintjo01,154,46,781,0.5,3.406940063091483,1.241850683491062,0
sabatcc01,157,69,761,0.6052631578947368,4.099040438656615,1.3169979437971213,0
salech01,149,70,1133,0.5982905982905983,3.0393829996718082,1.0613718411552346,0
santajo01,173,75,1054,0.7281553398058253,2.83125,1.015625,0
scherma01,158,73,1003,0.6403508771929824,3.710280373831776,1.228452751817238,0
sheetbe01,149,55,826,0.4700854700854701,3.8296572785883947,1.2175093315235832,0
vazquja01,158,51,835,0.4766355140186916,4.3708277703604805,1.3127503337783712,0
verlaju01,163,83,958,0.6240601503759399,3.769230769230769,1.2535612535612535,0
wainwad01,151,78,836,0.624,3.1355421686746987,1.214859437751004,0
weaveje02,144,64,779,0.6213592233009708,3.5457589285714284,1.2053571428571428,0
zambrca01,161,63,861,0.6116504854368932,3.1939477303988997,1.265818431911967,0
